region_code,order_date,daily_revenue,running_total
SOUTH,2025-02-05,484.41,121319927.76
SOUTH,2025-02-06,92506.98,121412434.74
SOUTH,2025-02-09,599258.72,122011693.46
SOUTH,2025-02-11,9351.34,122021044.8
SOUTH,2025-02-13,47818.86,122068863.66
SOUTH,2025-02-14,1142452.15,123211315.81
SOUTH,2025-02-16,443740.76,123655056.57
SOUTH,2025-02-18,639897.06,124294953.63
SOUTH,2025-02-19,222978.53,124517932.16
SOUTH,2025-02-20,158214.01,124676146.17
SOUTH,2025-02-21,16902.28,124693048.45
SOUTH,2025-02-23,436125.5,125129173.95
SOUTH,2025-02-27,27386.52,125156560.47
SOUTH,2025-02-28,238732.47,125395292.94
SOUTH,2025-03-01,4384.57,125399677.51
SOUTH,2025-03-02,1004897.99,126404575.5
SOUTH,2025-03-03,74828.11,126479403.61
SOUTH,2025-03-04,84518.88,126563922.49
SOUTH,2025-03-05,603513.25,127167435.74
SOUTH,2025-03-06,24032.13,127191467.87
SOUTH,2025-03-07,219719.39,127411187.26
SOUTH,2025-03-08,332311.39,127743498.65
SOUTH,2025-03-09,4239.91,127747738.56
SOUTH,2025-03-11,136033.34,127883771.9
SOUTH,2025-03-13,343589.91,128227361.81
SOUTH,2025-03-14,13763.19,128241125.0
SOUTH,2025-03-15,85539.68,128326664.68
SOUTH,2025-03-17,5982.26,128332646.94
SOUTH,2025-03-19,411490.54,128744137.48
SOUTH,2025-03-20,791892.4,129536029.88
SOUTH,2025-03-21,210212.51,129746242.39
SOUTH,2025-03-22,12358.6,129758600.99
SOUTH,2025-03-23,1191350.29,130949951.28
SOUTH,2025-03-24,543566.56,131493517.84
SOUTH,2025-03-26,46243.96,131539761.8
SOUTH,2025-03-27,21754.19,131561515.99
SOUTH,2025-03-28,128401.02,131689917.01
SOUTH,2025-03-31,1024548.32,132714465.33
SOUTH,2025-04-02,347370.24,133061835.57
SOUTH,2025-04-03,596916.25,133658751.82
SOUTH,2025-04-06,133451.62,133792203.44
SOUTH,2025-04-07,40296.2,133832499.64
SOUTH,2025-04-10,1491.9,133833991.54
SOUTH,2025-04-15,64100.37,133898091.91
SOUTH,2025-04-17,172578.06,134070669.97
SOUTH,2025-04-18,44155.82,134114825.79
SOUTH,2025-04-19,134766.35,134249592.14
SOUTH,2025-04-21,413113.08,134662705.22
SOUTH,2025-04-23,1537003.47,136199708.69
SOUTH,2025-04-25,155168.03,136354876.72
SOUTH,2025-04-26,781734.81,137136611.53
SOUTH,2025-04-29,145898.01,137282509.54
SOUTH,2025-04-30,244863.31,137527372.85
SOUTH,2025-05-01,62728.16,137590101.01
SOUTH,2025-05-02,1346231.75,138936332.76
SOUTH,2025-05-04,169076.74,139105409.5
SOUTH,2025-05-06,531110.5,139636520.0
SOUTH,2025-05-09,782590.54,140419110.54
SOUTH,2025-05-10,571799.13,140990909.67
SOUTH,2025-05-12,763646.96,141754556.63
SOUTH,2025-05-13,12447.81,141767004.44
SOUTH,2025-05-16,432590.26,142199594.7
SOUTH,2025-05-17,764876.23,142964470.93
SOUTH,2025-05-19,226814.98,143191285.91
SOUTH,2025-05-21,4534.23,143195820.14
SOUTH,2025-05-23,120055.05,143315875.19
SOUTH,2025-05-24,174252.84,143490128.03
SOUTH,2025-05-26,64591.21,143554719.24
SOUTH,2025-05-31,37473.84,143592193.08
SOUTH,2025-06-01,909470.44,144501663.52
SOUTH,2025-06-04,132830.27,144634493.79
SOUTH,2025-06-05,63215.9,144697709.69
SOUTH,2025-06-06,7438.9,144705148.59
SOUTH,2025-06-07,67329.55,144772478.14
SOUTH,2025-06-08,741224.85,145513702.99
SOUTH,2025-06-09,196021.61,145709724.6
SOUTH,2025-06-13,409013.08,146118737.68
SOUTH,2025-06-14,3347.7,146122085.38
SOUTH,2025-06-15,166188.12,146288273.5
SOUTH,2025-06-19,530527.76,146818801.26
SOUTH,2025-06-21,102441.15,146921242.41
SOUTH,2025-06-22,66750.52,146987992.93
SOUTH,2025-06-23,416035.22,147404028.15
SOUTH,2025-06-27,721592.36,148125620.51
SOUTH,2025-06-28,112682.7,148238303.21
SOUTH,2025-06-29,755639.29,148993942.5
SOUTH,2025-07-01,7805.09,149001747.59
SOUTH,2025-07-04,2638.29,149004385.88
SOUTH,2025-07-06,252165.5,149256551.38
SOUTH,2025-07-07,358273.77,149614825.15
SOUTH,2025-07-10,435495.96,150050321.11
SOUTH,2025-07-11,351466.52,150401787.63
SOUTH,2025-07-15,641301.02,151043088.65
SOUTH,2025-07-16,13144.45,151056233.1
SOUTH,2025-07-17,2384.26,151058617.36
SOUTH,2025-07-18,47227.16,151105844.52
SOUTH,2025-07-20,963589.86,152069434.38
SOUTH,2025-07-21,12815.85,152082250.23
SOUTH,2025-07-24,4496.65,152086746.88
SOUTH,2025-07-25,767411.8,152854158.68
SOUTH,2025-07-26,17588.62,152871747.3
SOUTH,2025-07-31,596.49,152872343.79
SOUTH,2025-08-01,365962.42,153238306.21
SOUTH,2025-08-02,929647.44,154167953.65
SOUTH,2025-08-03,52896.67,154220850.32
SOUTH,2025-08-04,47559.28,154268409.6
SOUTH,2025-08-05,288493.81,154556903.41
SOUTH,2025-08-07,503300.04,155060203.45
SOUTH,2025-08-08,1067793.94,156127997.39
SOUTH,2025-08-09,431365.65,156559363.04
SOUTH,2025-08-10,532892.88,157092255.92
SOUTH,2025-08-11,17032.86,157109288.78
SOUTH,2025-08-12,453606.02,157562894.8
SOUTH,2025-08-14,32267.54,157595162.34
SOUTH,2025-08-16,68573.63,157663735.97
SOUTH,2025-08-18,1101808.49,158765544.46
SOUTH,2025-08-25,184135.93,158949680.39
SOUTH,2025-08-26,254564.47,159204244.86
SOUTH,2025-08-27,726804.84,159931049.7
SOUTH,2025-08-29,834535.82,160765585.52
SOUTH,2025-08-30,166287.76,160931873.28
SOUTH,2025-09-05,6511.76,160938385.04
SOUTH,2025-09-06,14938.13,160953323.17
SOUTH,2025-09-08,14710.11,160968033.28
SOUTH,2025-09-09,32741.68,161000774.96
SOUTH,2025-09-10,252557.42,161253332.38
SOUTH,2025-09-11,85700.88,161339033.26
SOUTH,2025-09-14,227155.14,161566188.4
SOUTH,2025-09-15,775011.45,162341199.85
SOUTH,2025-09-16,8219.09,162349418.94
SOUTH,2025-09-17,469.98,162349888.92
SOUTH,2025-09-18,538634.71,162888523.63
SOUTH,2025-09-20,580137.48,163468661.11
SOUTH,2025-09-21,1447990.53,164916651.64
SOUTH,2025-09-23,564527.5,165481179.14
SOUTH,2025-09-24,356686.11,165837865.25
SOUTH,2025-09-25,716318.63,166554183.88
SOUTH,2025-09-27,1053.74,166555237.62
SOUTH,2025-10-01,108185.82,166663423.44
SOUTH,2025-10-02,946747.95,167610171.39
SOUTH,2025-10-03,658862.21,168269033.6
SOUTH,2025-10-04,978606.59,169247640.19
SOUTH,2025-10-05,642441.51,169890081.7
SOUTH,2025-10-06,438326.64,170328408.34
SOUTH,2025-10-07,163640.18,170492048.52
SOUTH,2025-10-08,500640.75,170992689.27
SOUTH,2025-10-09,548115.53,171540804.8
SOUTH,2025-10-10,328578.86,171869383.66
SOUTH,2025-10-11,2054417.69,173923801.35
SOUTH,2025-10-12,913020.44,174836821.79
SOUTH,2025-10-13,465252.35,175302074.14
SOUTH,2025-10-14,738076.89,176040151.03
SOUTH,2025-10-15,420357.6,176460508.63
SOUTH,2025-10-16,1100943.87,177561452.5
SOUTH,2025-10-17,849865.21,178411317.71
SOUTH,2025-10-18,129878.88,178541196.59
SOUTH,2025-10-19,1362041.68,179903238.27
SOUTH,2025-10-20,280028.61,180183266.88
SOUTH,2025-10-21,1882419.8,182065686.68
SOUTH,2025-10-22,148823.5,182214510.18
SOUTH,2025-10-23,972593.45,183187103.63
SOUTH,2025-10-25,99736.28,183286839.91
SOUTH,2025-10-26,359640.24,183646480.15
SOUTH,2025-10-27,1581380.67,185227860.82
SOUTH,2025-10-28,558300.07,185786160.89
SOUTH,2025-11-01,569258.65,186355419.54
SOUTH,2025-11-02,1029.6,186356449.14
SOUTH,2025-11-03,136230.32,186492679.46
SOUTH,2025-11-04,32627.17,186525306.63
SOUTH,2025-11-05,131965.81,186657272.44
SOUTH,2025-11-06,1159166.69,187816439.13
SOUTH,2025-11-07,1306692.69,189123131.82
SOUTH,2025-11-08,308738.58,189431870.4
SOUTH,2025-11-09,718761.26,190150631.66
SOUTH,2025-11-10,873278.49,191023910.15
SOUTH,2025-11-11,784699.86,191808610.01
SOUTH,2025-11-12,309167.76,192117777.77
SOUTH,2025-11-13,652981.99,192770759.76
SOUTH,2025-11-14,154235.05,192924994.81
SOUTH,2025-11-15,731106.69,193656101.5
SOUTH,2025-11-16,24686.75,193680788.25
SOUTH,2025-11-17,910911.02,194591699.27
SOUTH,2025-11-18,1074883.92,195666583.19
SOUTH,2025-11-19,671324.08,196337907.27
SOUTH,2025-11-20,597023.4,196934930.67
SOUTH,2025-11-21,560989.66,197495920.33
SOUTH,2025-11-22,78557.7,197574478.03
SOUTH,2025-11-23,600565.07,198175043.1
SOUTH,2025-11-24,1401393.12,199576436.22
SOUTH,2025-11-25,1499096.92,201075533.14
SOUTH,2025-11-26,134646.0,201210179.14
SOUTH,2025-11-27,31432.22,201241611.36
SOUTH,2025-11-28,233522.12,201475133.48
SOUTH,2025-11-29,1025426.68,202500560.16
SOUTH,2025-11-30,24835.56,202525395.72
SOUTH,2025-12-01,1078445.49,203603841.21
SOUTH,2025-12-02,2516489.02,206120330.23
SOUTH,2025-12-03,722514.59,206842844.82
SOUTH,2025-12-04,1253475.41,208096320.23
SOUTH,2025-12-05,444530.45,208540850.68
SOUTH,2025-12-07,534990.6,209075841.28
SOUTH,2025-12-08,341035.44,209416876.72
SOUTH,2025-12-09,235111.61,209651988.33
SOUTH,2025-12-10,23494.35,209675482.68
SOUTH,2025-12-11,121098.8,209796581.48
SOUTH,2025-12-12,11583.48,209808164.96
SOUTH,2025-12-13,417460.74,210225625.7
SOUTH,2025-12-14,271288.03,210496913.73
SOUTH,2025-12-15,266663.72,210763577.45
SOUTH,2025-12-16,1871120.9,212634698.35
SOUTH,2025-12-18,96275.92,212730974.27
SOUTH,2025-12-19,1531333.7,214262307.97
SOUTH,2025-12-20,549181.17,214811489.14
SOUTH,2025-12-21,591618.12,215403107.26
SOUTH,2025-12-22,212221.18,215615328.44
SOUTH,2025-12-23,288346.59,215903675.03
SOUTH,2025-12-24,1229952.62,217133627.65
SOUTH,2025-12-25,428388.83,217562016.48
SOUTH,2025-12-26,593250.1,218155266.58
SOUTH,2025-12-27,2000793.81,220156060.39
SOUTH,2025-12-28,306728.62,220462789.01
SOUTH,2025-12-29,1075.98,220463864.99
SOUTH,2025-12-30,796699.01,221260564.0
SOUTH,2025-12-31,564811.46,221825375.46
SOUTH,2026-01-02,178532.11,222003907.57
SOUTH,2026-01-03,56474.74,222060382.31
SOUTH,2026-01-04,96232.29,222156614.6
SOUTH,2026-01-06,7390.42,222164005.02
SOUTH,2026-01-08,23676.95,222187681.97
SOUTH,2026-01-09,134621.5,222322303.47
SOUTH,2026-01-12,405695.26,222727998.73
SOUTH,2026-01-15,10858.93,222738857.66
SOUTH,2026-01-18,10270.75,222749128.41
SOUTH,2026-01-21,370188.52,223119316.93
SOUTH,2026-01-25,610825.48,223730142.41
SOUTH,2026-01-27,626753.58,224356895.99
SOUTH,2026-01-28,1342671.76,225699567.75
SOUTH,2026-01-29,748850.75,226448418.5
SOUTH,2026-01-31,364739.84,226813158.34
SOUTH,2026-02-01,431045.09,227244203.43
SOUTH,2026-02-02,747208.21,227991411.64
SOUTH,2026-02-04,98462.79,228089874.43
SOUTH,2026-02-07,1037499.94,229127374.37
SOUTH,2026-02-10,352388.8,229479763.17
SOUTH,2026-02-12,180373.15,229660136.32
SOUTH,2026-02-13,57851.92,229717988.24
SOUTH,2026-02-16,520865.36,230238853.6
SOUTH,2026-02-18,658530.73,230897384.33
SOUTH,2026-02-19,271971.01,231169355.34
SOUTH,2026-02-20,178116.91,231347472.25
SOUTH,2026-02-21,26182.95,231373655.2
SOUTH,2026-02-22,814941.31,232188596.51
SOUTH,2026-02-23,302562.52,232491159.03
SOUTH,2026-02-27,10161.28,232501320.31
SOUTH,2026-03-01,109800.72,232611121.03
SOUTH,2026-03-05,213962.81,232825083.84
SOUTH,2026-03-06,121974.17,232947058.01
SOUTH,2026-03-07,309048.16,233256106.17
SOUTH,2026-03-12,432345.45,233688451.62
SOUTH,2026-03-13,443783.82,234132235.44
SOUTH,2026-03-18,437029.16,234569264.6
SOUTH,2026-03-20,95675.28,234664939.88
SOUTH,2026-03-22,664732.78,235329672.66
SOUTH,2026-03-23,140663.12,235470335.78
SOUTH,2026-03-24,56575.19,235526910.97
SOUTH,2026-03-26,518290.77,236045201.74
SOUTH,2026-04-01,15625.91,236060827.65
SOUTH,2026-04-02,457319.65,236518147.3
SOUTH,2026-04-03,362164.79,236880312.09
SOUTH,2026-04-07,462701.89,237343013.98
SOUTH,2026-04-08,373625.07,237716639.05
SOUTH,2026-04-09,403707.54,238120346.59
SOUTH,2026-04-11,295636.59,238415983.18
SOUTH,2026-04-15,137748.09,238553731.27
SOUTH,2026-04-16,523385.93,239077117.2
SOUTH,2026-04-17,682292.1,239759409.3
SOUTH,2026-04-18,3849.23,239763258.53
SOUTH,2026-04-23,23166.03,239786424.56
SOUTH,2026-04-25,211421.8,239997846.36
SOUTH,2026-04-27,302752.44,240300598.8
SOUTH,2026-04-28,578403.66,240879002.46
SOUTH,2026-04-29,277169.46,241156171.92
SOUTH,2026-04-30,1382136.99,242538308.91
SOUTH,2026-05-01,13495.64,242551804.55
SOUTH,2026-05-03,233380.27,242785184.82
SOUTH,2026-05-04,383207.5,243168392.32
SOUTH,2026-05-07,110146.55,243278538.87
SOUTH,2026-05-11,827655.95,244106194.82
SOUTH,2026-05-14,201281.14,244307475.96
SOUTH,2026-05-15,3423.88,244310899.84
SOUTH,2026-05-16,207912.31,244518812.15
SOUTH,2026-05-17,80008.7,244598820.85
SOUTH,2026-05-20,14722.69,244613543.54
SOUTH,2026-05-21,41283.5,244654827.04
SOUTH,2026-05-23,27341.51,244682168.55
SOUTH,2026-05-24,406844.12,245089012.67
SOUTH,2026-05-28,379930.11,245468942.78
SOUTH,2026-06-02,1083405.88,246552348.66
SOUTH,2026-06-03,311286.86,246863635.52
SOUTH,2026-06-06,11812.8,246875448.32
SOUTH,2026-06-08,594842.69,247470291.01
SOUTH,2026-06-12,129700.1,247599991.11
SOUTH,2026-06-13,111968.4,247711959.51
SOUTH,2026-06-14,187259.71,247899219.22
SOUTH,2026-06-15,631156.73,248530375.95
SOUTH,2026-06-18,586547.41,249116923.36
SOUTH,2026-06-20,8337.1,249125260.46
SOUTH,2026-06-23,99372.32,249224632.78
SOUTH,2026-06-25,212626.64,249437259.42
SOUTH,2026-06-26,193626.87,249630886.29
SOUTH,2026-06-28,212929.73,249843816.02
SOUTH,2026-07-04,1279032.16,251122848.18
SOUTH,2026-07-05,26433.29,251149281.47
SOUTH,2026-07-08,1872.85,251151154.32
SOUTH,2026-07-10,406521.11,251557675.43
SOUTH,2026-07-11,299669.21,251857344.64
SOUTH,2026-07-15,315195.16,252172539.8
SOUTH,2026-07-17,662004.12,252834543.92
SOUTH,2026-07-18,196376.01,253030919.93
SOUTH,2026-07-19,167.14,253031087.07
SOUTH,2026-07-22,181712.11,253212799.18
SOUTH,2026-07-25,315949.92,253528749.1
SOUTH,2026-07-28,166643.74,253695392.84
SOUTH,2026-07-29,268228.11,253963620.95
SOUTH,2026-10-02,293.29,253963914.24
SOUTH,2026-10-15,130002.24,254093916.48
SOUTH,2026-10-17,258189.95,254352106.43
SOUTH,2026-10-25,9380.23,254361486.66
SOUTH,2026-11-25,59310.51,254420797.17
SOUTH,2026-12-08,837.83,254421635.0
SOUTH,2026-12-23,84815.14,254506450.14
SOUTH,2027-01-25,410413.64,254916863.78
WEST,2024-01-02,15965.35,15965.35
WEST,2024-01-03,86818.15,102783.5
WEST,2024-01-05,28112.18,130895.68
WEST,2024-01-06,432057.89,562953.57
WEST,2024-01-07,1270668.12,1833621.69
WEST,2024-01-08,321571.79,2155193.48
WEST,2024-01-10,53102.93,2208296.41
WEST,2024-01-11,487887.55,2696183.96
WEST,2024-01-12,8250.4,2704434.36
WEST,2024-01-13,10801.37,2715235.73
WEST,2024-01-16,440790.87,3156026.6
WEST,2024-01-17,702111.03,3858137.63
WEST,2024-01-18,223557.66,4081695.29
WEST,2024-01-19,60148.34,4141843.63
WEST,2024-01-20,884174.59,5026018.22
WEST,2024-01-22,232446.61,5258464.83
WEST,2024-01-23,536182.63,5794647.46
WEST,2024-01-27,124331.44,5918978.9
WEST,2024-02-03,2542.31,5921521.21
WEST,2024-02-05,489634.9,6411156.11
WEST,2024-02-07,114143.75,6525299.86
WEST,2024-02-08,48153.58,6573453.44
WEST,2024-02-09,600859.74,7174313.18
WEST,2024-02-10,4800.6,7179113.78
WEST,2024-02-11,156923.35,7336037.13
WEST,2024-02-12,321746.77,7657783.9
WEST,2024-02-13,523864.73,8181648.63
WEST,2024-02-14,4272.36,8185920.99
WEST,2024-02-15,468944.74,8654865.73
WEST,2024-02-16,782356.73,9437222.46
WEST,2024-02-19,46802.73,9484025.19
WEST,2024-02-20,1543277.51,11027302.7
WEST,2024-02-22,798960.48,11826263.18
WEST,2024-02-24,281553.35,12107816.53
WEST,2024-02-25,687187.54,12795004.07
WEST,2024-02-26,601332.52,13396336.59
WEST,2024-02-27,5865.24,13402201.83
WEST,2024-02-28,266891.81,13669093.64
WEST,2024-02-29,641492.84,14310586.48
WEST,2024-03-02,630140.69,14940727.17
WEST,2024-03-03,1360841.72,16301568.89
WEST,2024-03-04,959009.16,17260578.05
WEST,2024-03-05,305539.88,17566117.93
WEST,2024-03-06,410098.3,17976216.23
WEST,2024-03-07,1070554.26,19046770.49
WEST,2024-03-08,16642.33,19063412.82
WEST,2024-03-11,16861.12,19080273.94
WEST,2024-03-12,28366.75,19108640.69
WEST,2024-03-13,400439.85,19509080.54
WEST,2024-03-14,766102.38,20275182.92
WEST,2024-03-16,44675.73,20319858.65
WEST,2024-03-20,769084.79,21088943.44
WEST,2024-03-21,21811.86,21110755.3
WEST,2024-03-22,13555.52,21124310.82
WEST,2024-03-25,689170.01,21813480.83
WEST,2024-03-26,496771.9,22310252.73
WEST,2024-03-28,63261.6,22373514.33
WEST,2024-03-29,12703.05,22386217.38
WEST,2024-03-31,225391.01,22611608.39
WEST,2024-04-01,223961.78,22835570.17
WEST,2024-04-02,1091404.42,23926974.59
WEST,2024-04-03,1607437.77,25534412.36
WEST,2024-04-04,151661.16,25686073.52
WEST,2024-04-05,275380.55,25961454.07
WEST,2024-04-06,99362.76,26060816.83
WEST,2024-04-08,26868.62,26087685.45
WEST,2024-04-09,827898.17,26915583.62
WEST,2024-04-10,364324.78,27279908.4
WEST,2024-04-12,474841.87,27754750.27
WEST,2024-04-13,796814.12,28551564.39
WEST,2024-04-15,736628.3,29288192.69
WEST,2024-04-16,390228.32,29678421.01
WEST,2024-04-17,40171.53,29718592.54
WEST,2024-04-20,780137.76,30498730.3
WEST,2024-04-21,79825.58,30578555.88
WEST,2024-04-22,127240.98,30705796.86
WEST,2024-04-23,800132.27,31505929.13
WEST,2024-04-24,75092.15,31581021.28
WEST,2024-04-25,260674.76,31841696.04
WEST,2024-04-26,9720.1,31851416.14
WEST,2024-04-27,683323.97,32534740.11
WEST,2024-04-28,161003.58,32695743.69
WEST,2024-04-29,388215.48,33083959.17
WEST,2024-04-30,492381.6,33576340.77
WEST,2024-05-01,57438.84,33633779.61
WEST,2024-05-02,599076.38,34232855.99
WEST,2024-05-03,347848.93,34580704.92
WEST,2024-05-04,645161.02,35225865.94
WEST,2024-05-05,41000.83,35266866.77
WEST,2024-05-10,233056.95,35499923.72
WEST,2024-05-11,336365.31,35836289.03
WEST,2024-05-12,103720.03,35940009.06
WEST,2024-05-16,74077.23,36014086.29
WEST,2024-05-19,98369.56,36112455.85
WEST,2024-05-21,510897.22,36623353.07
WEST,2024-05-23,730721.22,37354074.29
WEST,2024-05-25,593829.27,37947903.56
WEST,2024-05-28,6915.98,37954819.54
WEST,2024-06-01,379926.92,38334746.46
WEST,2024-06-02,32784.12,38367530.58
WEST,2024-06-06,849868.49,39217399.07
WEST,2024-06-07,9543.75,39226942.82
WEST,2024-06-08,792166.38,40019109.2
WEST,2024-06-09,198568.8,40217678.0
WEST,2024-06-10,205005.03,40422683.03
WEST,2024-06-11,983843.43,41406526.46
WEST,2024-06-13,1190376.16,42596902.62
WEST,2024-06-14,227978.33,42824880.95
WEST,2024-06-15,17052.07,42841933.02
WEST,2024-06-16,4594.08,42846527.1
WEST,2024-06-17,793625.79,43640152.89
WEST,2024-06-18,25935.6,43666088.49
WEST,2024-06-19,591631.05,44257719.54
WEST,2024-06-20,44034.9,44301754.44
WEST,2024-06-21,672155.6,44973910.04
WEST,2024-06-22,364130.27,45338040.31
WEST,2024-06-23,580351.77,45918392.08
WEST,2024-06-25,584879.22,46503271.3
WEST,2024-06-29,693657.94,47196929.24
WEST,2024-06-30,31409.33,47228338.57
WEST,2024-07-01,59357.04,47287695.61
WEST,2024-07-02,414831.99,47702527.6
WEST,2024-07-03,78602.31,47781129.91
WEST,2024-07-05,634312.77,48415442.68
WEST,2024-07-06,5076.41,48420519.09
WEST,2024-07-07,2337.83,48422856.92
WEST,2024-07-08,712274.91,49135131.83
WEST,2024-07-09,26061.21,49161193.04
WEST,2024-07-10,14169.87,49175362.91
WEST,2024-07-11,106651.75,49282014.66
WEST,2024-07-12,179903.51,49461918.17
WEST,2024-07-13,3496.87,49465415.04
WEST,2024-07-15,107590.5,49573005.54
WEST,2024-07-18,867117.64,50440123.18
WEST,2024-07-22,345827.02,50785950.2
WEST,2024-07-23,811104.73,51597054.93
WEST,2024-07-24,11536.77,51608591.7
WEST,2024-07-25,1362169.83,52970761.53
WEST,2024-07-26,544026.4,53514787.93
WEST,2024-07-27,67826.14,53582614.07
WEST,2024-07-29,434615.27,54017229.34
WEST,2024-07-30,35455.15,54052684.49
WEST,2024-08-01,421339.55,54474024.04
WEST,2024-08-02,938891.91,55412915.95
WEST,2024-08-03,2298.97,55415214.92
WEST,2024-08-04,126686.98,55541901.9
WEST,2024-08-06,425724.09,55967625.99
WEST,2024-08-09,1460009.6,57427635.59
WEST,2024-08-11,640201.52,58067837.11
WEST,2024-08-12,617289.45,58685126.56
WEST,2024-08-13,504544.27,59189670.83
WEST,2024-08-14,923181.49,60112852.32
WEST,2024-08-15,202667.62,60315519.94
WEST,2024-08-16,334268.57,60649788.51
WEST,2024-08-17,23759.02,60673547.53
WEST,2024-08-18,110213.74,60783761.27
WEST,2024-08-19,1949873.63,62733634.9
WEST,2024-08-20,154731.17,62888366.07
WEST,2024-08-21,555953.71,63444319.78
WEST,2024-08-22,1245364.84,64689684.62
WEST,2024-08-23,38147.38,64727832.0
WEST,2024-08-24,109440.34,64837272.34
WEST,2024-08-25,61269.06,64898541.4
WEST,2024-08-26,84796.53,64983337.93
WEST,2024-08-27,204917.77,65188255.7
WEST,2024-08-29,293974.89,65482230.59
WEST,2024-08-30,409153.5,65891384.09
WEST,2024-08-31,895011.37,66786395.46
WEST,2024-09-01,3486.49,66789881.95
WEST,2024-09-03,12419.16,66802301.11
WEST,2024-09-05,1121842.73,67924143.84
WEST,2024-09-07,110562.61,68034706.45
WEST,2024-09-08,678986.31,68713692.76
WEST,2024-09-09,523772.58,69237465.34
WEST,2024-09-10,41713.98,69279179.32
WEST,2024-09-11,523097.52,69802276.84
WEST,2024-09-12,12307.76,69814584.6
WEST,2024-09-13,1101102.51,70915687.11
WEST,2024-09-14,142295.47,71057982.58
WEST,2024-09-15,17853.17,71075835.75
WEST,2024-09-16,131036.77,71206872.52
WEST,2024-09-17,961220.86,72168093.38
WEST,2024-09-19,29761.02,72197854.4
WEST,2024-09-20,24294.3,72222148.7
WEST,2024-09-21,65565.32,72287714.02
WEST,2024-09-23,317254.31,72604968.33
WEST,2024-09-24,92487.12,72697455.45
WEST,2024-09-26,281417.23,72978872.68
WEST,2024-09-27,43056.49,73021929.17
WEST,2024-09-28,30418.11,73052347.28
WEST,2024-09-29,932614.95,73984962.23
WEST,2024-09-30,156754.28,74141716.51
WEST,2024-10-01,918963.54,75060680.05
WEST,2024-10-02,1111979.04,76172659.09
WEST,2024-10-03,120503.42,76293162.51
WEST,2024-10-04,1194987.38,77488149.89
WEST,2024-10-05,992899.49,78481049.38
WEST,2024-10-06,2483469.21,80964518.59
WEST,2024-10-07,1272059.36,82236577.95
WEST,2024-10-08,753438.62,82990016.57
WEST,2024-10-09,1428150.25,84418166.82
WEST,2024-10-10,1362841.68,85781008.5
WEST,2024-10-11,141093.73,85922102.23
WEST,2024-10-12,1235890.95,87157993.18
WEST,2024-10-13,1831796.19,88989789.37
WEST,2024-10-14,1350353.79,90340143.16
WEST,2024-10-15,2157279.0,92497422.16
WEST,2024-10-16,2457365.6,94954787.76
WEST,2024-10-17,767920.3,95722708.06
WEST,2024-10-18,1785890.82,97508598.88
WEST,2024-10-19,1858427.28,99367026.16
WEST,2024-10-20,593873.22,99960899.38
WEST,2024-10-21,610566.54,100571465.92
WEST,2024-10-23,1294784.12,101866250.04
WEST,2024-10-24,1285178.59,103151428.63
WEST,2024-10-25,128870.87,103280299.5
WEST,2024-10-26,2465070.81,105745370.31
WEST,2024-10-27,1286066.4,107031436.71
WEST,2024-10-28,289170.48,107320607.19
WEST,2024-10-31,837037.49,108157644.68
WEST,2024-11-01,1593877.46,109751522.14
WEST,2024-11-02,846574.97,110598097.11
WEST,2024-11-03,1344702.86,111942799.97
WEST,2024-11-04,669203.09,112612003.06
WEST,2024-11-05,1081185.77,113693188.83
WEST,2024-11-06,721542.48,114414731.31
WEST,2024-11-07,764133.05,115178864.36
WEST,2024-11-08,1201062.05,116379926.41
WEST,2024-11-09,1139019.98,117518946.39
WEST,2024-11-10,990396.26,118509342.65
WEST,2024-11-11,76170.1,118585512.75
WEST,2024-11-12,284763.14,118870275.89
WEST,2024-11-13,1080969.01,119951244.9
WEST,2024-11-14,1490211.71,121441456.61
WEST,2024-11-15,2436275.0,123877731.61
WEST,2024-11-16,749874.12,124627605.73
WEST,2024-11-17,171486.81,124799092.54
WEST,2024-11-18,637972.61,125437065.15
WEST,2024-11-19,910740.31,126347805.46
WEST,2024-11-20,605358.74,126953164.2
WEST,2024-11-21,80960.58,127034124.78
WEST,2024-11-22,513968.67,127548093.45
WEST,2024-11-23,330965.83,127879059.28
WEST,2024-11-24,1138737.82,129017797.1
WEST,2024-11-25,70496.62,129088293.72
WEST,2024-11-26,330884.86,129419178.58
WEST,2024-11-27,728145.17,130147323.75
WEST,2024-11-28,572398.31,130719722.06
WEST,2024-11-29,7650.93,130727372.99
WEST,2024-11-30,644072.76,131371445.75
WEST,2024-12-01,909204.08,132280649.83
WEST,2024-12-02,413533.37,132694183.2
WEST,2024-12-03,1976119.08,134670302.28
WEST,2024-12-04,91163.05,134761465.33
WEST,2024-12-05,431982.08,135193447.41
WEST,2024-12-06,1464583.67,136658031.08
WEST,2024-12-07,199662.05,136857693.13
WEST,2024-12-08,555419.46,137413112.59
WEST,2024-12-09,920114.57,138333227.16
WEST,2024-12-10,938624.29,139271851.45
WEST,2024-12-11,1862784.03,141134635.48
WEST,2024-12-12,633609.48,141768244.96
WEST,2024-12-13,502536.0,142270780.96
WEST,2024-12-14,1019025.24,143289806.2
WEST,2024-12-15,21668.18,143311474.38
WEST,2024-12-16,2901.59,143314375.97
WEST,2024-12-17,781425.33,144095801.3
WEST,2024-12-18,893881.67,144989682.97
WEST,2024-12-19,338168.3,145327851.27
WEST,2024-12-20,2364073.15,147691924.42
