order_id,customer_id,calculated_revenue,payment_amount,revenue_difference
9955,981,3386.7900,1017.0700,2369.7200
8726,1399,2504.5000,134.9000,2369.6000
8154,1588,3441.7500,1072.9000,2368.8500
12787,813,2973.6500,605.0600,2368.5900
18769,978,4213.7500,1845.4800,2368.2700
16798,1394,3597.4400,1230.5700,2366.8700
15908,1139,3410.5500,1044.0400,2366.5100
10085,969,3322.3800,955.9500,2366.4300
11911,182,4071.6800,1706.3500,2365.3300
7239,1445,2607.8200,244.0700,2363.7500
16749,1009,3705.8400,1343.0600,2362.7800
8129,1383,2362.0000,null,2362.0000
11249,164,2362.0000,null,2362.0000
10642,1502,2362.0000,null,2362.0000
11101,1186,2362.0000,null,2362.0000
8604,984,3284.6400,923.9200,2360.7200
1347,707,2646.7200,286.3700,2360.3500
5668,1608,4333.6500,1973.3300,2360.3200
19551,474,2488.0500,127.9000,2360.1500
7033,990,3165.3200,806.0800,2359.2400
9454,189,3686.9000,1327.8700,2359.0300
17296,1352,3686.9000,1328.0900,2358.8100
8131,790,3236.5200,878.0300,2358.4900
14874,850,3562.3000,1205.8600,2356.4400
19826,1876,3443.0000,1086.8500,2356.1500
9034,1102,3214.5000,858.7600,2355.7400
4785,191,3284.6400,929.5900,2355.0500
12998,620,3480.3300,1125.5000,2354.8300
1740,1838,3274.2600,919.9100,2354.3500
8485,1678,4333.6500,1980.0800,2353.5700
9396,687,2528.2500,175.0000,2353.2500
17069,1878,3640.1000,1286.9300,2353.1700
1620,536,3036.6400,684.1500,2352.4900
15765,1116,3562.3000,1209.9600,2352.3400
54,114,3477.2200,1124.9800,2352.2400
19440,1984,4345.1400,1994.4200,2350.7200
7739,304,3356.8600,1006.3200,2350.5400
4704,826,3191.3200,840.8400,2350.4800
18875,500,4315.3600,1965.4300,2349.9300
7540,135,2579.5500,229.8600,2349.6900
11920,907,2742.0000,392.3400,2349.6600
16446,1158,2952.5000,602.8900,2349.6100
16524,992,2871.1600,521.7100,2349.4500
9582,1828,3710.7400,1361.8900,2348.8500
19705,1923,2602.9800,254.1400,2348.8400
18668,1830,4342.6800,1995.5500,2347.1300
17034,404,3059.2400,712.9300,2346.3100
15801,49,2879.3700,533.1900,2346.1800
277,1042,4330.0800,1984.6200,2345.4600
4933,728,3054.3900,708.9800,2345.4100
3701,1709,4286.0000,1940.9100,2345.0900
15606,1424,2808.4800,464.0800,2344.4000
3251,85,3846.0800,1502.7300,2343.3500
3445,534,3503.4800,1160.3100,2343.1700
19665,1396,3574.7800,1231.8600,2342.9200
15658,1023,4052.1000,1709.6600,2342.4400
14257,1411,3529.4400,1187.3300,2342.1100
3848,405,3371.0000,1029.0600,2341.9400
10594,915,2669.7000,328.3700,2341.3300
485,1181,3523.2800,1184.1200,2339.1600
15416,1636,2753.4000,414.2600,2339.1400
14218,1093,2701.4000,362.4100,2338.9900
11808,283,3356.8600,1018.0000,2338.8600
10102,76,3510.6000,1171.8800,2338.7200
13697,1391,3583.8800,1245.5200,2338.3600
10587,1613,3583.8800,1246.1700,2337.7100
16148,740,3574.7800,1237.5900,2337.1900
11891,942,3036.6400,701.2500,2335.3900
6656,1900,3870.0000,1534.8800,2335.1200
8050,1884,3640.1000,1304.9900,2335.1100
13804,636,4072.5200,1737.4300,2335.0900
19525,851,3480.3300,1145.8200,2334.5100
19256,1005,2528.2500,194.0200,2334.2300
10400,538,2488.0500,153.9600,2334.0900
974,1580,4238.0400,1904.0100,2334.0300
2399,1836,4303.7500,1969.8700,2333.8800
3190,1093,3851.7500,1518.0100,2333.7400
13353,1571,4330.0800,1996.3700,2333.7100
8628,656,2646.7200,313.1000,2333.6200
2674,434,3201.3800,868.0800,2333.3000
7698,153,4286.0000,1952.9400,2333.0600
11536,1865,4071.6800,1738.6900,2332.9900
10391,1029,2849.8400,517.4800,2332.3600
4268,287,3054.3900,722.2300,2332.1600
17345,400,3480.3300,1148.4000,2331.9300
2771,1590,4299.2500,1967.4800,2331.7700
8816,777,3851.7500,1520.2300,2331.5200
5475,1482,3236.5200,905.1200,2331.4000
17377,1739,3317.4000,986.4700,2330.9300
9456,475,3705.8400,1376.8700,2328.9700
15092,1574,4299.2500,1970.3800,2328.8700
12682,1122,3474.5000,1145.7100,2328.7900
17630,135,3386.7900,1058.3700,2328.4200
6564,786,2952.5000,624.5100,2327.9900
1494,1288,2517.5200,189.7100,2327.8100
8682,505,3846.0800,1520.0300,2326.0500
1526,894,3888.0900,1562.1000,2325.9900
2047,960,2325.8000,null,2325.8000
7060,1050,2325.8000,null,2325.8000
17925,551,2325.8000,null,2325.8000
6694,1121,2325.8000,null,2325.8000
9093,1367,2325.8000,null,2325.8000
13044,1428,2325.8000,null,2325.8000
11670,1347,3503.4800,1177.8100,2325.6700
306,1446,3165.3200,839.9800,2325.3400
9331,849,3523.2800,1198.4700,2324.8100
16960,102,2779.3800,456.0400,2323.3400
5044,1298,2669.7000,348.3700,2321.3300
4802,1739,3308.4000,987.1300,2321.2700
8962,431,3390.7500,1069.6900,2321.0600
14606,1567,3439.4000,1118.8500,2320.5500
13351,1726,2320.2200,null,2320.2200
13762,274,2320.2200,null,2320.2200
9313,1354,2320.2200,null,2320.2200
13194,164,3247.1400,927.4900,2319.6500
11797,1459,3371.0000,1051.9200,2319.0800
8402,1544,2669.7000,350.8400,2318.8600
6541,1891,2779.3800,461.0300,2318.3500
12853,548,2902.5000,584.2400,2318.2600
7336,1167,3274.2600,956.0300,2318.2300
14555,1414,3510.6000,1192.5000,2318.1000
3647,1315,3386.7900,1068.9100,2317.8800
6076,725,4286.0000,1968.2800,2317.7200
13455,259,3705.8400,1388.2300,2317.6100
4680,425,3322.3800,1005.0100,2317.3700
11760,437,2517.5200,201.3100,2316.2100
7259,963,3814.8300,1498.9200,2315.9100
13042,953,2669.7000,354.1900,2315.5100
14693,1743,3236.5200,921.3200,2315.2000
14591,661,2579.5500,264.5600,2314.9900
17168,1868,3846.0800,1531.1000,2314.9800
2328,1299,3824.0500,1509.2200,2314.8300
1559,1799,3888.0900,1573.7700,2314.3200
6199,1938,3523.2800,1209.9600,2313.3200
11449,1640,2889.1000,575.8200,2313.2800
13260,1025,2753.4000,441.2000,2312.2000
1587,120,3214.5000,902.3000,2312.2000
14853,1068,2753.4000,441.4000,2312.0000
380,1576,3165.3200,853.6800,2311.6400
12763,1153,3308.4000,997.1000,2311.3000
18615,1303,3529.4400,1218.1900,2311.2500
16558,1322,4072.5200,1761.3100,2311.2100
18503,1496,2952.5000,641.3400,2311.1600
7015,142,2311.0500,null,2311.0500
13979,1196,2311.0500,null,2311.0500
16587,1532,2311.0500,null,2311.0500
15071,1543,2311.0500,null,2311.0500
9096,230,2808.4800,498.3000,2310.1800
1928,1725,3503.4800,1194.1300,2309.3500
10383,1077,3439.4000,1132.0600,2307.3400
17255,862,2698.0800,390.9000,2307.1800
5072,317,2504.5000,197.8100,2306.6900
5328,892,3439.4000,1134.4900,2304.9100
14578,557,3247.1400,942.7400,2304.4000
16550,272,3224.6600,920.7000,2303.9600
13104,1407,3322.3800,1018.5400,2303.8400
6151,153,2973.6500,670.2000,2303.4500
19123,1433,3674.2400,1370.9500,2303.2900
1975,1863,3911.7300,1609.5600,2302.1700
14749,8,3371.0000,1069.6600,2301.3400
18278,1226,2896.7600,595.6500,2301.1100
12616,1320,4286.0000,1985.0300,2300.9700
3937,1235,3386.7900,1086.2500,2300.5400
8411,199,4001.7000,1701.4300,2300.2700
4261,465,2543.2200,243.1400,2300.0800
19850,892,2582.2500,283.4800,2298.7700
7213,50,4001.7000,1703.1800,2298.5200
1910,1660,3224.6600,926.1500,2298.5100
2721,162,2669.7000,371.2600,2298.4400
3689,1944,3562.3000,1264.4700,2297.8300
4729,330,3590.9000,1293.1500,2297.7500
3798,66,3316.6600,1019.0300,2297.6300
5899,1331,2973.6500,676.8300,2296.8200
873,1292,3710.7400,1414.3700,2296.3700
8939,1226,3710.7400,1414.5000,2296.2400
12011,1780,2413.3200,118.0000,2295.3200
1773,1522,2488.0500,193.2000,2294.8500
3525,1703,2294.4300,null,2294.4300
18629,1164,3146.9000,852.4700,2294.4300
1362,1542,2294.4300,null,2294.4300
4768,1174,2294.4300,null,2294.4300
4197,113,2294.4300,null,2294.4300
7489,366,2753.4000,459.3700,2294.0300
3931,86,3146.9000,853.2100,2293.6900
14550,1872,3443.0000,1149.5000,2293.5000
453,1164,3523.2800,1229.8200,2293.4600
10194,1893,4031.4200,1738.0600,2293.3600
2142,28,3503.4800,1210.1400,2293.3400
13030,301,3710.7400,1418.1600,2292.5800
13373,1363,3831.5000,1539.5800,2291.9200
10586,677,4072.5200,1780.6800,2291.8400
19404,624,3474.5000,1182.7400,2291.7600
13521,697,2949.5200,658.9300,2290.5900
14325,1681,3316.6600,1027.5600,2289.1000
10957,1233,2288.6200,null,2288.6200
6442,1874,2288.6200,null,2288.6200
17619,828,2288.6200,null,2288.6200
16410,1428,2288.6200,null,2288.6200
19126,168,2288.6200,null,2288.6200
14912,1283,2707.1000,418.6100,2288.4900
1426,1734,3317.4000,1029.1800,2288.2200
5374,679,3387.6900,1099.9500,2287.7400
17189,1154,4198.1400,1912.5100,2285.6300
19200,346,2393.4900,108.8900,2284.6000
9361,989,3846.0800,1561.7400,2284.3400
3021,1428,2284.1000,null,2284.1000
9346,982,2284.1000,null,2284.1000
9126,1197,2284.1000,null,2284.1000
4478,412,2284.1000,null,2284.1000
16533,313,2284.1000,null,2284.1000
6789,155,3316.6600,1032.6100,2284.0500
11076,602,3640.1000,1357.0100,2283.0900
18483,718,2607.8200,325.2800,2282.5400
9772,568,3904.4700,1622.0600,2282.4100
1573,1301,3503.4800,1221.3100,2282.1700
18408,958,3686.9000,1404.8000,2282.1000
5977,199,2602.9800,321.2000,2281.7800
7312,262,2281.1200,null,2281.1200
7219,1173,2281.1200,null,2281.1200
279,1775,2281.1200,null,2281.1200
13363,865,2281.1200,null,2281.1200
9581,1760,2669.7000,388.9100,2280.7900
15716,371,4238.0400,1957.8500,2280.1900
8064,700,3322.3800,1042.3000,2280.0800
2607,1830,2646.7200,366.7200,2280.0000
13964,915,3371.0000,1091.0800,2279.9200
13366,1157,2753.4000,473.5400,2279.8600
3829,236,2504.5000,224.9900,2279.5100
8144,1085,2707.1000,427.7000,2279.4000
9170,511,2701.4000,422.9900,2278.4100
14326,1250,3831.5000,1553.9800,2277.5200
12402,756,4198.1400,1921.0700,2277.0700
15408,107,2277.0300,null,2277.0300
12806,1179,2277.0300,null,2277.0300
6072,1661,2277.0300,null,2277.0300
11585,1401,2277.0300,null,2277.0300
5603,625,2277.0300,null,2277.0300
5039,1275,2277.0300,null,2277.0300
2395,1786,2277.0300,null,2277.0300
18940,262,2277.0300,null,2277.0300
5078,1445,3371.0000,1095.9500,2275.0500
14436,225,3178.5300,903.5800,2274.9500
6983,1748,3257.0100,982.0800,2274.9300
7040,1098,2602.9800,328.6400,2274.3400
8096,89,3036.6400,762.6200,2274.0200
3345,810,2849.8400,576.0300,2273.8100
387,349,2273.7000,null,2273.7000
13017,1344,2273.7000,null,2273.7000
137,508,2273.7000,null,2273.7000
2129,868,2273.7000,null,2273.7000
4421,135,2393.4900,119.9800,2273.5100
16058,568,4238.0400,1964.9500,2273.0900
12639,1140,3590.9000,1317.9300,2272.9700
16990,1189,2602.9800,330.0400,2272.9400
19400,1555,3831.5000,1559.0200,2272.4800
14167,1169,3016.6500,744.7600,2271.8900
3828,1474,4198.1400,1927.5100,2270.6300
12105,1057,3236.5200,966.7000,2269.8200
14892,355,2504.5000,234.8600,2269.6400
14614,1208,3583.8800,1315.3800,2268.5000
11135,1313,2268.2400,null,2268.2400
14790,155,2268.2400,null,2268.2400
9073,1469,2268.2400,null,2268.2400
15390,1198,2851.4000,583.3800,2268.0200
8880,695,3705.8400,1440.3700,2265.4700
1293,1536,2896.7600,631.3600,2265.4000
528,108,3597.4400,1332.8500,2264.5900
7605,84,3870.0000,1605.5600,2264.4400
1316,1939,4213.7500,1949.3400,2264.4100
3499,1362,2393.4900,130.0200,2263.4700
6287,753,3284.6400,1022.1100,2262.5300
16914,1200,3059.2400,797.2800,2261.9600
6949,315,4031.4200,1769.6800,2261.7400
17453,420,2808.4800,546.8000,2261.6800
7889,1633,2871.1600,610.2100,2260.9500
7136,713,2260.5000,null,2260.5000
3429,149,2260.5000,null,2260.5000
4991,21,2260.5000,null,2260.5000
9887,556,2260.5000,null,2260.5000
614,1135,2260.5000,null,2260.5000
6642,1644,2362.0000,101.8500,2260.1500
13280,910,4146.7500,1887.9600,2258.7900
1725,1779,2258.4600,null,2258.4600
19318,598,2258.4600,null,2258.4600
6328,986,2258.4600,null,2258.4600
14505,531,2258.4600,null,2258.4600
11573,1520,2779.3800,521.1100,2258.2700
5479,1113,2257.8600,null,2257.8600
13200,1134,3888.0900,1630.5600,2257.5300
7668,794,3510.6000,1254.3600,2256.2400
2063,1653,3386.7900,1130.7700,2256.0200
4220,1259,2528.2500,272.8000,2255.4500
10292,1190,3839.1600,1583.8000,2255.3600
82,513,2592.0600,336.8300,2255.2300
1783,220,3989.1500,1734.1200,2255.0300
10659,309,3831.5000,1578.0400,2253.4600
12766,547,2543.2200,289.8300,2253.3900
4027,1493,3016.6500,763.8300,2252.8200
12795,256,2627.6100,375.4100,2252.2000
11263,1478,3989.1500,1737.1200,2252.0300
12644,444,2669.7000,417.7300,2251.9700
15534,1328,3529.4400,1278.6100,2250.8300
2330,1376,3686.9000,1436.2800,2250.6200
12032,679,2889.1000,638.7600,2250.3400
18001,164,3014.7800,764.5000,2250.2800
2292,1360,3257.0100,1006.9700,2250.0400
6237,699,4198.1400,1948.1200,2250.0200
9978,837,3563.1800,1313.1700,2250.0100
15755,1671,2378.9200,128.9900,2249.9300
15642,550,3247.1400,999.1600,2247.9800
10409,1516,3911.7300,1663.8700,2247.8600
16346,156,3059.2400,814.4300,2244.8100
5348,359,4213.7500,1969.2700,2244.4800
4678,1671,3597.4400,1353.7000,2243.7400
879,548,2742.0000,498.5100,2243.4900
13505,848,2488.0500,244.7700,2243.2800
17800,1556,4198.1400,1954.8700,2243.2700
15728,237,2669.7000,427.0000,2242.7000
19290,849,4238.0400,1995.3500,2242.6900
2095,1168,3356.8600,1114.5700,2242.2900
15664,1462,3387.6900,1145.6500,2242.0400
16775,1858,3356.8600,1115.4700,2241.3900
14993,1266,2387.2000,147.1500,2240.0500
9324,684,2889.1000,649.5700,2239.5300
10461,464,2602.9800,363.8000,2239.1800
19298,1351,3439.4000,1200.7000,2238.7000
10131,1100,3523.2800,1284.8400,2238.4400
13896,833,3036.6400,798.2200,2238.4200
1169,490,2742.0000,503.7700,2238.2300
15228,1876,3583.8800,1346.0000,2237.8800
16274,1864,3274.2600,1036.4000,2237.8600
14155,1136,2896.7600,659.3700,2237.3900
15691,1019,2528.2500,291.6000,2236.6500
12314,1119,3851.7500,1615.2700,2236.4800
6532,1365,2579.5500,343.1200,2236.4300
16213,1583,3870.0000,1633.9500,2236.0500
1376,5,2517.5200,282.9200,2234.6000
2121,277,3441.7500,1207.6400,2234.1100
12478,965,3510.6000,1276.8500,2233.7500
5535,1563,2543.2200,309.8800,2233.3400
612,261,2779.6000,546.5600,2233.0400
3714,456,3165.3200,932.7500,2232.5700
3577,168,3640.1000,1407.7000,2232.4000
19315,419,3686.9000,1454.5200,2232.3800
9101,34,2528.2500,296.0600,2232.1900
4234,1427,3165.3200,933.1700,2232.1500
3681,727,4052.1000,1820.0300,2232.0700
6970,1886,2592.0600,360.0200,2232.0400
10268,1598,3165.3200,933.5400,2231.7800
5623,675,3870.0000,1638.3200,2231.6800
6637,884,3523.2800,1291.6800,2231.6000
4221,505,3824.0500,1592.4900,2231.5600
15221,576,3870.0000,1639.3500,2230.6500
1586,438,2488.0500,259.4500,2228.6000
8994,751,3888.0900,1659.5600,2228.5300
10556,216,2362.0000,134.2300,2227.7700
16680,1648,3014.7800,787.5200,2227.2600
15172,287,3563.1800,1336.2500,2226.9300
4324,1443,3604.5200,1377.6500,2226.8700
14267,317,4031.4200,1805.3500,2226.0700
15756,1717,4213.7500,1987.9100,2225.8400
10809,1105,3590.9000,1365.1200,2225.7800
11918,1278,2488.0500,262.4000,2225.6500
8316,578,3441.7500,1216.2700,2225.4800
5084,54,2879.3700,654.2100,2225.1600
921,1305,3590.9000,1366.0500,2224.8500
5252,74,4198.1400,1974.1000,2224.0400
15822,998,3146.9000,923.9800,2222.9200
124,1705,2669.7000,446.9900,2222.7100
2596,692,3851.7500,1629.0400,2222.7100
2178,1129,3054.3900,831.9400,2222.4500
10759,1601,2707.1000,485.1900,2221.9100
8729,942,3831.5000,1609.7600,2221.7400
17725,1080,3705.8400,1484.9700,2220.8700
2892,471,3503.4800,1283.1600,2220.3200
2790,757,2528.2500,308.0300,2220.2200
18733,1317,3356.8600,1136.9000,2219.9600
9538,586,3583.8800,1365.1000,2218.7800
16767,789,2393.4900,175.8200,2217.6700
9375,1303,3371.0000,1153.5200,2217.4800
2456,1491,3236.5200,1019.8400,2216.6800
17347,980,2669.7000,453.7800,2215.9200
12338,598,4001.7000,1787.1000,2214.6000
19843,138,2582.2500,368.3700,2213.8800
587,724,2543.2200,330.1700,2213.0500
14523,1877,2835.3000,622.9200,2212.3800
9328,463,4052.1000,1839.8600,2212.2400
11379,305,2212.1400,null,2212.1400
4471,432,2212.1400,null,2212.1400
11419,1565,3214.5000,1002.8200,2211.6800
3428,962,3317.4000,1106.4000,2211.0000
12413,371,2779.3800,568.6000,2210.7800
10028,625,3710.7400,1500.6100,2210.1300
18154,1447,3503.4800,1293.5300,2209.9500
1915,59,2808.4800,599.1100,2209.3700
174,1876,3443.0000,1234.4100,2208.5900
19554,1161,2669.7000,461.7200,2207.9800
13246,665,3201.3800,993.7400,2207.6400
17098,1866,3686.9000,1479.4000,2207.5000
14816,503,4052.1000,1844.6500,2207.4500
12559,466,2779.6000,572.3400,2207.2600
7376,20,2311.0500,104.0200,2207.0300
9853,1325,2753.4000,546.3800,2207.0200
11062,1064,2362.0000,155.3600,2206.6400
1650,370,3831.5000,1626.0100,2205.4900
11672,654,2896.7600,691.9000,2204.8600
103,1806,3224.6600,1020.0900,2204.5700
6053,909,2896.7600,692.3600,2204.4000
16895,1890,3604.5200,1401.3400,2203.1800
10588,40,3574.7800,1371.6800,2203.1000
474,155,3640.1000,1437.4700,2202.6300
13605,1327,2325.8000,123.6000,2202.2000
16813,1148,2325.8000,124.0400,2201.7600
3997,380,2849.8400,648.1400,2201.7000
16068,406,2325.8000,124.1200,2201.6800
19510,361,3371.0000,1170.6000,2200.4000
376,1825,3814.8300,1614.8200,2200.0100
6961,995,2592.0600,393.6300,2198.4300
14753,770,4072.2600,1874.4200,2197.8400
9700,1871,3387.6900,1190.2800,2197.4100
5516,1870,3146.9000,950.6600,2196.2400
1020,418,3016.6500,820.4500,2196.2000
9534,1232,2742.0000,546.6300,2195.3700
11848,1746,2949.5200,754.3500,2195.1700
7781,340,3016.6500,821.6500,2195.0000
1186,221,4315.7200,2121.0100,2194.7100
7435,144,2698.0800,503.5300,2194.5500
3060,1717,3911.7300,1717.3700,2194.3600
3886,1178,2602.9800,409.2800,2193.7000
10606,318,2193.6000,null,2193.6000
4939,1602,2193.6000,null,2193.6000
8851,1716,2193.6000,null,2193.6000
3271,1203,2889.1000,695.7800,2193.3200
14607,397,3846.0800,1653.1600,2192.9200
5055,704,3510.6000,1318.1800,2192.4200
6069,1179,3870.0000,1677.7600,2192.2400
9915,332,3317.4000,1125.6700,2191.7300
7919,1109,2488.0500,296.4300,2191.6200
10548,648,3477.2200,1285.9900,2191.2300
14331,905,4031.4200,1841.0700,2190.3500
12845,349,4146.7500,1956.7300,2190.0200
7746,1951,3989.1500,1799.2200,2189.9300
13438,392,3851.7500,1662.2100,2189.5400
14624,543,2362.0000,172.5100,2189.4900
1551,768,2884.5600,695.4300,2189.1300
12325,1622,3477.2200,1288.8100,2188.4100
6238,1786,3386.7900,1200.0400,2186.7500
16471,586,3523.2800,1336.7400,2186.5400
8737,1709,3510.6000,1324.4500,2186.1500
5410,65,4052.1000,1866.4800,2185.6200
2219,509,3165.3200,980.6300,2184.6900
6371,1432,2896.7600,712.2400,2184.5200
12547,1683,2393.4900,209.1800,2184.3100
3220,1541,3503.4800,1319.4500,2184.0300
5738,361,3247.1400,1063.1100,2184.0300
2852,1798,3824.0500,1640.5100,2183.5400
15164,340,3054.3900,871.2900,2183.1000
10776,1326,3036.6400,853.6700,2182.9700
234,1764,2182.8400,null,2182.8400
15852,648,2182.8400,null,2182.8400
13000,540,2182.8400,null,2182.8400
6714,1994,2182.8400,null,2182.8400
3036,499,2182.8400,null,2182.8400
4612,1435,3356.8600,1174.1500,2182.7100
16273,1207,3640.1000,1459.0200,2181.0800
4987,871,3604.5200,1425.1800,2179.3400
1759,1505,3054.3900,877.0100,2177.3800
8531,1172,4072.2600,1895.2100,2177.0500
6182,1739,2528.2500,352.3400,2175.9100
16968,974,3443.0000,1267.1600,2175.8400
14108,770,3562.3000,1386.7700,2175.5300
6383,425,3851.7500,1676.3800,2175.3700
17572,31,3146.9000,972.4100,2174.4900
4631,1831,3814.8300,1640.3800,2174.4500
14938,1673,3705.8400,1531.8100,2174.0300
18431,1481,2311.0500,137.5400,2173.5100
9008,1946,3441.7500,1268.2800,2173.4700
7901,1629,3640.1000,1467.0100,2173.0900
14610,917,2889.1000,716.1800,2172.9200
14118,106,4072.5200,1899.6100,2172.9100
6331,737,2851.4000,679.0200,2172.3800
18840,621,3178.5300,1006.5500,2171.9800
14798,1087,3583.8800,1412.0500,2171.8300
4026,1141,2171.3400,null,2171.3400
13124,1635,2171.3400,null,2171.3400
12305,1383,2171.3400,null,2171.3400
13243,933,2851.4000,680.2200,2171.1800
11243,22,2528.2500,357.7100,2170.5400
4544,51,2902.5000,732.7200,2169.7800
16430,1310,2602.9800,433.5700,2169.4100
12660,806,3888.0900,1718.8300,2169.2600
11737,634,2646.7200,478.8300,2167.8900
16573,147,2753.4000,585.7700,2167.6300
13837,1638,3529.4400,1362.8800,2166.5600
12592,525,2165.0400,null,2165.0400
18508,1089,2165.0400,null,2165.0400
11189,1936,2165.0400,null,2165.0400
7620,1199,2165.0400,null,2165.0400
15202,1134,2165.0400,null,2165.0400
18855,1689,4299.2500,2134.5000,2164.7500
6686,1706,2808.4800,643.7900,2164.6900
19712,1150,2707.1000,542.4900,2164.6100
1254,729,2808.4800,644.0500,2164.4300
19943,1360,3640.1000,1475.8900,2164.2100
14370,494,2849.8400,686.1600,2163.6800
4114,1885,3831.5000,1668.9200,2162.5800
4956,1332,3441.7500,1279.4700,2162.2800
4037,606,4052.1000,1889.9500,2162.1500
2474,163,2949.5200,787.3800,2162.1400
17480,694,3356.8600,1195.1600,2161.7000
2717,318,3563.1800,1402.2400,2160.9400
6556,751,2627.6100,466.8100,2160.8000
18640,1124,3474.5000,1313.9000,2160.6000
6034,1652,3165.3200,1004.9300,2160.3900
9966,128,4072.5200,1912.2400,2160.2800
8971,1037,3583.8800,1423.6700,2160.2100
5966,1869,3597.4400,1437.3400,2160.1000
18346,1183,2707.1000,547.3600,2159.7400
4235,1141,2517.5200,358.2000,2159.3200
9693,1370,3574.7800,1415.8300,2158.9500
17120,747,3686.9000,1528.7400,2158.1600
12008,997,2157.8600,null,2157.8600
4414,1988,2157.8600,null,2157.8600
17692,418,3322.3800,1164.5300,2157.8500
5065,1874,2157.6800,null,2157.6800
4735,113,2311.0500,153.4600,2157.5900
18177,291,2669.7000,513.2400,2156.4600
12562,1276,3888.0900,1732.1000,2155.9900
3025,1513,3201.3800,1045.5100,2155.8700
3943,393,4072.2600,1916.8900,2155.3700
2581,298,3529.4400,1374.3800,2155.0600
5541,1462,3480.3300,1325.6700,2154.6600
571,490,3059.2400,905.0500,2154.1900
19448,859,2284.1000,130.7300,2153.3700
3232,454,2949.5200,796.5800,2152.9400
5029,1951,3888.0900,1736.0300,2152.0600
13407,228,3831.5000,1679.4500,2152.0500
15929,1644,2849.8400,698.1900,2151.6500
16621,1696,3529.4400,1378.0700,2151.3700
12207,520,4071.6800,1920.6300,2151.0500
7696,1178,3814.8300,1663.9500,2150.8800
15763,260,3386.7900,1236.3500,2150.4400
696,1934,2902.5000,752.4400,2150.0600
18498,1260,2698.0800,549.3100,2148.7700
19418,1201,3178.5300,1030.1900,2148.3400
11541,1199,3191.3200,1043.7400,2147.5800
11165,1881,3824.0500,1676.8600,2147.1900
17220,674,3191.3200,1044.3000,2147.0200
18006,1114,3851.7500,1705.2600,2146.4900
17765,606,2320.2200,174.6900,2145.5300
3762,1224,3059.2400,913.9000,2145.3400
1277,1966,3480.3300,1335.1900,2145.1400
9192,894,2579.5500,434.4600,2145.0900
18669,1707,2257.8600,113.2600,2144.6000
18936,1394,3674.2400,1529.7200,2144.5200
5292,355,2325.8000,181.4400,2144.3600
17475,996,3410.5500,1266.7900,2143.7600
709,254,3439.4000,1295.9800,2143.4200
6746,42,3477.2200,1334.0000,2143.2200
13908,602,2143.0000,null,2143.0000
10059,1514,2143.0000,null,2143.0000
6253,188,2143.0000,null,2143.0000
16847,1996,2143.0000,null,2143.0000
18015,244,2143.0000,null,2143.0000
18802,371,3224.6600,1081.6900,2142.9700
15158,1937,2258.4600,116.3000,2142.1600
5174,777,3824.0500,1682.0900,2141.9600
3745,617,3081.4000,939.6200,2141.7800
18597,601,2707.1000,565.4300,2141.6700
16877,742,3371.0000,1230.0800,2140.9200
11839,1549,2311.0500,170.4900,2140.5600
11755,1442,3165.3200,1025.7500,2139.5700
15866,1546,3574.7800,1435.4800,2139.3000
12514,84,2592.0600,453.1900,2138.8700
12748,1330,2871.1600,733.0200,2138.1400
12704,936,2378.9200,240.7900,2138.1300
17221,1139,3510.6000,1372.5300,2138.0700
1744,527,2137.3800,null,2137.3800
13531,760,2137.3800,null,2137.3800
17985,1713,2137.3800,null,2137.3800
4615,997,2137.3800,null,2137.3800
8605,512,2137.3800,null,2137.3800
2049,725,2137.3800,null,2137.3800
19292,916,2135.7600,null,2135.7600
16434,1749,2135.7600,null,2135.7600
19447,206,2135.7600,null,2135.7600
18966,1836,2135.7600,null,2135.7600
5006,1739,3597.4400,1462.5200,2134.9200
14160,568,3477.2200,1343.1500,2134.0700
7533,191,2884.5600,750.6100,2133.9500
4309,206,2294.4300,160.5300,2133.9000
8257,1262,3390.7500,1256.9300,2133.8200
17863,856,3529.4400,1395.7600,2133.6800
2725,1672,2528.2500,394.9500,2133.3000
19433,573,3146.9000,1013.9500,2132.9500
18812,59,2707.1000,574.3600,2132.7400
16926,932,3831.5000,1698.7900,2132.7100
19144,648,2952.5000,820.3600,2132.1400
9045,818,2387.2000,255.0700,2132.1300
7521,171,3247.1400,1115.0700,2132.0700
455,1155,2378.9200,247.3500,2131.5700
6668,452,3390.7500,1259.3400,2131.4100
2922,1166,2896.7600,766.0300,2130.7300
11105,1933,2607.8200,477.4100,2130.4100
9965,1594,2273.7000,143.6300,2130.0700
5435,1504,3178.5300,1048.9200,2129.6100
11414,1375,2325.8000,196.3100,2129.4900
19209,1803,2320.2200,190.8000,2129.4200
13064,1835,2273.7000,144.4300,2129.2700
16186,1072,2808.4800,679.8300,2128.6500
4908,31,3870.0000,1741.7500,2128.2500
17382,1665,3441.7500,1314.1200,2127.6300
1432,1479,2378.9200,251.6500,2127.2700
1214,1105,3439.4000,1312.3100,2127.0900
10881,1812,2378.9200,251.8700,2127.0500
16636,44,2258.4600,131.6300,2126.8300
9249,303,2362.0000,235.5100,2126.4900
16544,1580,3674.2400,1549.0300,2125.2100
19051,179,4001.7000,1876.5700,2125.1300
19639,1817,3480.3300,1355.4400,2124.8900
12967,334,2949.5200,824.6300,2124.8900
13175,413,2742.0000,617.5200,2124.4800
